tenure,PhoneService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,gender,SeniorCitizen,Partner,Dependents,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Churn,customerID
70.0,Yes,Two year,Yes,Bank transfer (automatic),104.45,7349.35,Female,1,Yes,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,No,3597-YASZG
4.0,Yes,Month-to-month,No,Electronic check,70.5,294.2,Male,0,Yes,No,No,Fiber optic,No,No,No,No,No,No,No,3496-LFSZU
45.0,Yes,Two year,No,Mailed check,20.35,929.2,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,5242-UOWHD
10.0,Yes,Month-to-month,Yes,Electronic check,70.0,740.0,Male,0,No,No,No,Fiber optic,No,No,No,No,No,No,Yes,2482-CZGBB
36.0,Yes,Two year,No,Credit card (automatic),19.45,754.5,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,6479-SZPLM
54.0,Yes,Month-to-month,Yes,Mailed check,69.9,3883.3,Male,0,No,No,No,DSL,Yes,Yes,No,Yes,Yes,No,No,8097-VBQTZ
23.0,Yes,Two year,No,Mailed check,59.7,1414.2,Male,0,Yes,Yes,Yes,DSL,No,Yes,No,Yes,No,No,No,4500-HKANN
41.0,Yes,One year,Yes,Credit card (automatic),78.35,3211.2,Female,0,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,No,9917-KWRBE
5.0,Yes,Month-to-month,Yes,Mailed check,71.45,371.6,Male,1,No,No,No,Fiber optic,No,No,No,No,No,No,No,3420-ZDBMA
27.0,No,One year,Yes,Credit card (automatic),45.85,1246.4,Male,0,Yes,Yes,No phone service,DSL,No,Yes,Yes,No,No,Yes,No,2212-LYASK
1.0,Yes,Month-to-month,Yes,Electronic check,95.85,95.85,Female,0,No,No,No,Fiber optic,No,No,No,Yes,Yes,Yes,No,1393-IMKZG
67.0,No,Two year,No,Credit card (automatic),35.7,2545.7,Female,0,Yes,Yes,No phone service,DSL,Yes,No,No,Yes,No,No,No,8069-RHUXK
72.0,Yes,Two year,Yes,Credit card (automatic),89.55,6448.85,Female,1,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,3398-GCPMU
56.0,Yes,Two year,Yes,Credit card (automatic),24.95,1468.9,Female,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,2908-WGAXL
44.0,Yes,One year,No,Electronic check,24.85,1013.6,Male,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,3378-AJRAO
66.0,Yes,Month-to-month,Yes,Electronic check,100.8,6690.75,Female,1,Yes,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,No,1013-QCWAM
34.0,Yes,One year,Yes,Mailed check,64.4,2088.75,Female,0,No,No,Yes,DSL,Yes,Yes,No,Yes,No,No,Yes,0866-QLSIR
69.0,Yes,Two year,No,Bank transfer (automatic),105.35,7240.65,Female,0,Yes,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,No,6050-FFXES
1.0,Yes,Month-to-month,Yes,Electronic check,102.45,102.45,Female,0,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,7181-BQYBV
40.0,Yes,Two year,No,Credit card (automatic),19.65,830.25,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0362-RAOQO
30.0,Yes,Month-to-month,Yes,Bank transfer (automatic),54.45,1588.7,Male,0,Yes,Yes,Yes,DSL,Yes,No,No,No,No,No,No,9554-DFKIC
11.0,Yes,Month-to-month,No,Mailed check,70.5,829.3,Female,0,No,No,No,DSL,No,No,No,Yes,Yes,Yes,No,5527-ACHSO
15.0,Yes,One year,No,Credit card (automatic),20.1,302.45,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0829-DDVLK
11.0,Yes,Month-to-month,Yes,Electronic check,69.35,712.25,Male,0,No,No,No,DSL,No,No,Yes,No,Yes,Yes,No,1399-UBQIU
64.0,Yes,One year,No,Bank transfer (automatic),19.8,1336.65,Female,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,1813-JLKWR
72.0,Yes,Two year,No,Bank transfer (automatic),74.4,5360.75,Male,1,Yes,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,No,0336-PIKEI
72.0,Yes,Two year,Yes,Bank transfer (automatic),93.05,6735.05,Male,1,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,No,7322-OCWHC
1.0,Yes,Month-to-month,No,Mailed check,51.2,51.2,Female,0,No,Yes,No,DSL,Yes,No,No,No,No,No,No,9537-VHDTA
15.0,Yes,One year,No,Credit card (automatic),65.6,1010.0,Female,0,No,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,No,4957-TIALW
60.0,Yes,One year,No,Credit card (automatic),80.55,4847.05,Female,0,No,No,Yes,DSL,No,No,Yes,Yes,Yes,Yes,No,2054-PJOCK
56.0,Yes,One year,No,Mailed check,52.7,3019.7,Male,0,No,No,No,DSL,Yes,No,Yes,No,No,No,No,9150-HEPMB
8.0,Yes,Two year,No,Mailed check,20.85,161.65,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,9030-QGZNL
3.0,Yes,Month-to-month,No,Credit card (automatic),80.1,217.55,Female,0,No,No,No,Fiber optic,No,No,Yes,Yes,No,No,Yes,6204-IEUXJ
49.0,Yes,Month-to-month,Yes,Credit card (automatic),52.15,2583.75,Female,0,Yes,No,Yes,DSL,No,No,No,No,No,No,No,3126-WQMGH
2.0,Yes,Month-to-month,Yes,Electronic check,80.2,146.05,Female,0,No,No,No,Fiber optic,No,No,No,No,Yes,No,Yes,4529-CKBCL
6.0,Yes,Month-to-month,Yes,Bank transfer (automatic),98.15,567.45,Female,0,No,No,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Yes,2506-CLAKW
70.0,Yes,Two year,Yes,Bank transfer (automatic),114.95,7711.25,Male,0,No,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,7176-WRTNX
12.0,Yes,Month-to-month,Yes,Mailed check,112.95,1384.75,Male,0,No,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,1583-IHQZE
52.0,Yes,One year,Yes,Bank transfer (automatic),104.45,5481.25,Male,1,Yes,No,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,No,5732-IKGQH
72.0,Yes,Two year,Yes,Credit card (automatic),113.65,8124.2,Female,0,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,9239-GZHZE
40.0,Yes,Two year,Yes,Bank transfer (automatic),20.6,827.3,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,7205-BAIAD
1.0,Yes,Month-to-month,No,Mailed check,70.9,70.9,Female,0,No,No,No,Fiber optic,No,No,No,No,No,No,Yes,0151-ONTOV
3.0,Yes,Month-to-month,Yes,Electronic check,86.85,220.95,Female,1,No,No,No,Fiber optic,No,No,Yes,No,Yes,No,Yes,4140-MUHUG
40.0,Yes,Month-to-month,Yes,Electronic check,91.55,3673.6,Female,1,No,No,No,Fiber optic,No,No,No,No,Yes,Yes,No,0093-EXYQL
1.0,Yes,Month-to-month,Yes,Electronic check,49.85,49.85,Male,0,No,Yes,No,DSL,No,No,Yes,No,No,No,No,8064-RAVOH
30.0,Yes,One year,No,Credit card (automatic),19.8,576.65,Male,0,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0219-QAERP
23.0,Yes,Month-to-month,Yes,Electronic check,99.85,2331.3,Male,0,Yes,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,0320-JDNQG
1.0,Yes,Month-to-month,Yes,Electronic check,74.5,74.5,Male,0,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,7180-PISOG
44.0,Yes,Month-to-month,No,Electronic check,104.15,4495.65,Female,1,Yes,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,No,9168-INPSZ
65.0,Yes,Month-to-month,Yes,Electronic check,109.15,6941.2,Male,0,No,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,3571-RFHAR
7.0,Yes,Month-to-month,Yes,Electronic check,48.2,340.35,Female,1,No,No,No,DSL,Yes,No,No,No,No,No,No,0015-UOCOJ
72.0,Yes,Two year,Yes,Credit card (automatic),25.1,1789.9,Male,1,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,5334-AFQJB
8.0,Yes,Month-to-month,Yes,Credit card (automatic),100.15,908.55,Female,1,No,No,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,No,2754-SDJRD
16.0,Yes,Month-to-month,Yes,Credit card (automatic),65.2,1043.35,Female,0,No,No,Yes,DSL,No,No,Yes,No,No,Yes,Yes,9578-VRMNM
66.0,Yes,Month-to-month,Yes,Credit card (automatic),99.5,6822.15,Male,1,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,1587-FKLZB
1.0,Yes,Month-to-month,Yes,Mailed check,71.55,71.55,Male,0,No,No,No,Fiber optic,No,No,No,No,No,No,Yes,6140-QNRQQ
3.0,Yes,Month-to-month,No,Mailed check,55.9,157.55,Male,0,No,Yes,No,DSL,Yes,No,Yes,No,No,No,No,8963-JLGJT
53.0,Yes,Month-to-month,No,Electronic check,93.9,5029.2,Male,0,Yes,No,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Yes,4307-KTUMW
8.0,Yes,Month-to-month,Yes,Credit card (automatic),64.4,581.7,Male,1,Yes,No,No,DSL,No,No,Yes,Yes,No,Yes,No,1465-LNTLJ
69.0,Yes,Two year,Yes,Bank transfer (automatic),108.4,7318.2,Male,1,Yes,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,5440-FLBQG
5.0,Yes,Month-to-month,Yes,Mailed check,85.3,420.45,Female,0,No,No,No,Fiber optic,No,Yes,No,No,Yes,No,No,2135-DQWAQ
72.0,Yes,Two year,No,Mailed check,107.45,7576.7,Female,0,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,No,4056-QHXHZ
13.0,No,Month-to-month,Yes,Bank transfer (automatic),48.75,633.4,Female,0,Yes,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Yes,7470-MCQTK
4.0,Yes,Month-to-month,Yes,Electronic check,85.65,321.65,Female,0,No,No,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,7488-MXJIV
54.0,Yes,Two year,No,Credit card (automatic),91.3,4965.0,Female,0,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,7401-JIXNM
72.0,Yes,Two year,No,Bank transfer (automatic),85.95,6151.9,Male,0,Yes,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,No,9339-FIIJL
12.0,Yes,Month-to-month,Yes,Electronic check,106.7,1253.9,Male,0,No,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,2027-FECZV
1.0,No,Month-to-month,Yes,Electronic check,25.15,25.15,Male,0,No,No,No phone service,DSL,No,No,No,No,No,No,Yes,2672-DZUOY
1.0,Yes,Month-to-month,No,Electronic check,45.2,45.2,Male,1,No,No,No,DSL,No,No,No,No,No,No,No,4706-DGAHW
54.0,Yes,One year,No,Electronic check,110.35,5893.15,Female,0,Yes,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,3870-MQAMG
69.0,Yes,Two year,Yes,Credit card (automatic),79.2,5420.65,Male,0,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,No,6670-MFRPK
48.0,Yes,Two year,No,Credit card (automatic),55.5,2627.35,Female,0,No,No,No,DSL,Yes,Yes,No,No,No,No,No,6177-PEVRA
48.0,Yes,One year,Yes,Credit card (automatic),103.25,5037.55,Female,0,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,4800-CZMPC
8.0,Yes,Month-to-month,Yes,Electronic check,90.25,743.75,Female,0,Yes,No,Yes,Fiber optic,No,No,No,Yes,No,Yes,No,4813-HQMGZ
71.0,Yes,Two year,Yes,Mailed check,91.25,6589.6,Male,0,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,7579-KKLOE
2.0,Yes,Month-to-month,Yes,Electronic check,47.8,92.45,Male,0,No,No,No,DSL,Yes,No,No,No,No,No,Yes,7377-DMMRI
67.0,Yes,One year,Yes,Credit card (automatic),100.9,6733.15,Male,0,Yes,No,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,No,8402-EIVQS
34.0,Yes,Month-to-month,Yes,Bank transfer (automatic),97.7,3410.0,Male,0,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,No,4947-DSMXK
3.0,Yes,Month-to-month,Yes,Electronic check,69.85,199.85,Female,0,No,No,No,Fiber optic,No,No,No,No,No,No,No,7245-NIIWQ
9.0,Yes,One year,Yes,Mailed check,65.6,593.3,Female,0,Yes,Yes,No,DSL,No,Yes,No,Yes,Yes,No,No,0002-ORFBO
71.0,Yes,One year,Yes,Bank transfer (automatic),104.65,7288.4,Male,0,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No,3324-OIRTO
57.0,Yes,Two year,Yes,Credit card (automatic),90.45,5229.8,Male,0,No,No,Yes,Fiber optic,No,No,No,Yes,Yes,No,No,5414-OFQCB
72.0,No,Two year,Yes,Bank transfer (automatic),63.7,4464.8,Male,0,No,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,4967-WPNCF
48.0,Yes,Month-to-month,Yes,Electronic check,104.5,5068.05,Female,1,Yes,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,No,8552-OBVRU
18.0,Yes,One year,No,Mailed check,20.1,401.85,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,8499-BRXTD
43.0,Yes,One year,Yes,Credit card (automatic),104.3,4451.85,Male,0,Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,No,9154-QDGTH
72.0,Yes,Two year,Yes,Bank transfer (automatic),93.25,6688.95,Female,0,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,8197-BFWVU
35.0,Yes,One year,Yes,Bank transfer (automatic),73.45,2661.1,Male,0,Yes,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,No,2577-GVSIL
4.0,Yes,Month-to-month,No,Mailed check,20.7,73.05,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,9367-OIUXP
49.0,Yes,Two year,No,Mailed check,25.25,1211.65,Female,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,6770-UAYGJ
71.0,Yes,Two year,No,Bank transfer (automatic),100.5,7030.65,Female,0,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,No,6463-HHXJR
11.0,Yes,Month-to-month,No,Electronic check,90.6,1020.2,Male,0,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,No,7928-VJYAB
63.0,Yes,Two year,Yes,Credit card (automatic),89.4,5597.65,Male,0,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,1187-WILMM
65.0,Yes,Month-to-month,Yes,Bank transfer (automatic),95.45,6223.3,Female,1,No,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,No,9776-OJUZI
49.0,Yes,Two year,No,Credit card (automatic),20.45,1024.65,Female,0,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,1306-RPWXZ
29.0,Yes,Month-to-month,Yes,Credit card (automatic),98.6,2933.2,Female,0,No,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,8949-JTMAY
15.0,Yes,Month-to-month,Yes,Electronic check,83.05,1258.3,Female,1,Yes,No,Yes,Fiber optic,No,No,Yes,Yes,No,No,Yes,2774-LVQUS
4.0,Yes,Month-to-month,Yes,Electronic check,19.95,82.9,Female,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,3097-PYWXL
72.0,Yes,One year,No,Credit card (automatic),109.15,7789.6,Female,0,Yes,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No,2266-SJNAT
26.0,Yes,Month-to-month,Yes,Credit card (automatic),85.7,2067.0,Female,1,Yes,No,No,Fiber optic,No,No,Yes,No,Yes,No,No,0869-PAPRP
35.0,Yes,Month-to-month,No,Bank transfer (automatic),102.05,3452.55,Female,1,Yes,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,No,4238-JSSWH
57.0,Yes,One year,No,Electronic check,94.7,5468.95,Female,0,No,No,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,No,2972-YDYUW
28.0,Yes,Month-to-month,No,Electronic check,64.4,1802.15,Male,0,Yes,Yes,Yes,DSL,No,Yes,No,No,No,Yes,No,1104-FEJAM
25.0,Yes,One year,Yes,Mailed check,26.8,733.55,Female,0,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,2809-ILCYT
47.0,Yes,One year,Yes,Credit card (automatic),66.05,3021.45,Female,0,Yes,No,No,DSL,Yes,No,Yes,No,Yes,No,No,5499-ECUTN
57.0,Yes,Month-to-month,No,Bank transfer (automatic),65.2,3687.85,Female,0,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,No,4981-FLTMF
16.0,Yes,Month-to-month,Yes,Credit card (automatic),85.05,1391.15,Male,1,Yes,No,Yes,Fiber optic,No,No,No,No,Yes,No,No,9121-PHQSR
5.0,Yes,Month-to-month,Yes,Mailed check,55.8,274.35,Male,0,No,No,No,DSL,Yes,No,Yes,No,No,No,No,3113-IWHLC
17.0,Yes,Month-to-month,Yes,Bank transfer (automatic),70.4,1214.05,Male,0,Yes,No,No,Fiber optic,No,No,No,No,No,No,Yes,3211-ILJTT
56.0,Yes,One year,Yes,Bank transfer (automatic),104.75,5510.65,Female,1,No,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,4612-THJBS
72.0,Yes,Two year,No,Bank transfer (automatic),19.95,1322.85,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,4277-BWBML
21.0,Yes,Month-to-month,Yes,Electronic check,94.25,1973.75,Female,1,No,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,4094-NSEDU
48.0,No,One year,No,Credit card (automatic),45.0,2196.3,Female,0,Yes,Yes,No phone service,DSL,Yes,No,Yes,No,No,Yes,No,0234-TEVTT
68.0,Yes,Two year,No,Bank transfer (automatic),114.9,7843.55,Female,0,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,4304-TSPVK
30.0,Yes,Month-to-month,No,Bank transfer (automatic),106.4,3211.9,Female,0,No,No,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,No,1552-AAGRX
3.0,Yes,Month-to-month,Yes,Mailed check,46.1,130.15,Female,0,Yes,No,No,DSL,No,No,No,No,No,No,No,2637-FKFSY
14.0,No,Two year,No,Mailed check,39.7,692.35,Female,1,No,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,No,9796-MVYXX
4.0,Yes,Month-to-month,Yes,Bank transfer (automatic),20.05,85.5,Female,0,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,7874-ECPQJ
71.0,Yes,Two year,Yes,Credit card (automatic),95.75,6849.4,Female,0,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,No,0020-INWCK
8.0,Yes,One year,No,Mailed check,24.4,203.95,Male,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,7089-RKVSZ
61.0,No,Month-to-month,No,Bank transfer (automatic),33.6,2117.2,Male,0,Yes,Yes,No phone service,DSL,Yes,No,Yes,No,No,No,No,2683-JXWQQ
72.0,Yes,Two year,No,Bank transfer (automatic),90.45,6565.85,Male,0,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,No,9548-ZMVTX
5.0,Yes,Month-to-month,Yes,Electronic check,84.0,424.75,Female,0,No,No,Yes,Fiber optic,No,No,No,No,Yes,No,No,8739-XNIKG
49.0,Yes,Two year,No,Bank transfer (automatic),67.4,3306.85,Female,0,No,No,No,DSL,Yes,Yes,Yes,Yes,No,No,No,9755-JHNMN
8.0,Yes,Month-to-month,Yes,Bank transfer (automatic),19.7,168.9,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,3981-QSVQI
3.0,Yes,Month-to-month,Yes,Electronic check,80.35,253.8,Male,0,No,No,No,Fiber optic,No,No,No,No,No,Yes,No,2789-HQBOU
9.0,Yes,Two year,No,Mailed check,19.6,197.4,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,9424-CMPOG
67.0,Yes,Two year,Yes,Bank transfer (automatic),54.2,3838.2,Male,0,Yes,Yes,No,DSL,Yes,Yes,No,No,No,No,No,5067-WJEUN
46.0,Yes,Month-to-month,Yes,Credit card (automatic),45.2,2065.15,Male,0,No,No,No,DSL,No,No,No,No,No,No,No,3450-WXOAT
67.0,Yes,One year,No,Mailed check,75.1,5064.45,Female,0,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,Yes,No,9251-WNSOD
55.0,Yes,One year,No,Electronic check,19.7,1140.05,Female,0,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,6974-DAFLI
33.0,Yes,Month-to-month,Yes,Bank transfer (automatic),72.75,2447.45,Male,0,Yes,No,Yes,DSL,Yes,Yes,Yes,No,Yes,No,No,2616-UUTFK
62.0,Yes,Two year,No,Credit card (automatic),20.05,1263.9,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,7064-JHXCE
1.0,Yes,Month-to-month,No,Mailed check,45.95,45.95,Female,0,No,Yes,No,DSL,No,No,No,No,No,No,Yes,5103-MHMHY
49.0,No,Month-to-month,Yes,Electronic check,39.2,1838.15,Male,0,Yes,Yes,No phone service,DSL,Yes,No,No,No,No,Yes,No,7989-AWGEH
1.0,Yes,Month-to-month,Yes,Electronic check,44.75,44.75,Male,0,No,No,No,DSL,No,No,No,No,No,No,No,4373-VVHQL
14.0,Yes,Month-to-month,Yes,Electronic check,82.65,1185.0,Male,0,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,No,No,No,4559-UWIHT
18.0,Yes,Month-to-month,No,Bank transfer (automatic),93.9,1743.9,Male,1,No,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,No,7268-IGMFD
1.0,Yes,Month-to-month,Yes,Electronic check,70.15,70.15,Female,1,No,No,No,Fiber optic,No,No,No,No,No,No,Yes,1846-XWOQN
1.0,Yes,Month-to-month,Yes,Credit card (automatic),85.55,85.55,Female,0,No,No,No,Fiber optic,No,No,Yes,No,Yes,No,Yes,0235-KGSLC
72.0,Yes,Two year,Yes,Credit card (automatic),117.15,8529.5,Female,0,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,6650-BWFRT
64.0,Yes,Two year,No,Credit card (automatic),99.25,6549.45,Male,0,No,No,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,No,9570-KYEUA
69.0,Yes,Two year,Yes,Bank transfer (automatic),112.55,7806.5,Male,0,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,6993-YGFJV
1.0,Yes,Month-to-month,Yes,Electronic check,25.7,25.7,Female,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,2712-SYWAY
71.0,Yes,Two year,No,Credit card (automatic),90.3,6287.3,Male,0,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,0730-BGQGF
66.0,Yes,One year,Yes,Credit card (automatic),49.4,3251.85,Female,0,Yes,Yes,No,DSL,No,No,No,Yes,No,No,No,5498-IBWPI
2.0,Yes,Month-to-month,No,Mailed check,19.4,50.6,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,9101-NTIXF
71.0,Yes,Two year,Yes,Bank transfer (automatic),109.7,7904.25,Female,1,Yes,No,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,0013-SMEOE
11.0,Yes,One year,Yes,Electronic check,61.25,729.95,Male,0,No,No,No,DSL,No,Yes,No,No,Yes,No,No,9314-QDMDW
47.0,Yes,Month-to-month,Yes,Electronic check,55.3,2654.05,Male,0,No,Yes,No,DSL,Yes,Yes,No,No,No,No,No,9308-ANMVE
35.0,Yes,Month-to-month,Yes,Electronic check,70.3,2416.55,Female,0,Yes,No,No,Fiber optic,No,No,No,No,No,No,Yes,2884-GBPFB
32.0,Yes,Month-to-month,No,Bank transfer (automatic),106.35,3520.75,Male,1,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,3757-NJYBX
60.0,Yes,Month-to-month,Yes,Bank transfer (automatic),103.75,5969.95,Male,0,Yes,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,No,3413-DHLPB
11.0,Yes,One year,No,Mailed check,19.5,226.8,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,7649-PHJVR
